"train/Session_1_Case_Pilote_FC__Camera1__2022-06-18__21-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-18__22-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__07-36-41(1).JPG",412,139,558,206,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__07-36-42(2).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__07-36-43(3).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__07-36-43(4).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__07-36-44(5).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__08-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__09-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__10-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__11-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__13-14-26(9).JPG",351,389,477,485,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__13-14-26(10).JPG",468,448,535,552,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__13-14-34(11).JPG",410,485,447,528,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__13-14-34(12).JPG",412,473,441,530,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__13-14-35(13).JPG",384,386,414,444,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__13-14-36(14).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__13-14-36(15).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__13-14-38(16).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__13-14-38(17).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-22(1).JPG",611,279,757,461,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-23(2).JPG",605,277,748,470,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-24(3).JPG",640,202,743,429,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-24(4).JPG",617,135,748,395,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-25(5).JPG",627,106,747,352,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-26(6).JPG",575,31,710,196,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-26(7).JPG",550,50,698,167,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-27(8).JPG",595,70,726,195,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-28(9).JPG",635,148,721,295,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-28(10).JPG",632,190,703,368,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-33(11).JPG",660,209,763,388,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-33(12).JPG",668,258,782,405,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-34(13).JPG",661,303,814,457,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-34(14).JPG",623,348,797,558,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-35(15).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-36(16).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-36(17).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-19__22-54-37(18).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__15-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__15-02-45(1).JPG",540,116,707,284,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__15-02-46(2).JPG",583,139,714,206,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__15-02-46(3).JPG",588,142,713,212,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__15-02-47(4).JPG",522,33,717,165,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__15-02-47(5).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__16-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__17-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__18-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__19-00-00(1).JPG",692,318,727,354,"frog"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__20-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-20__21-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-21__19-00-00(1).JPG",719,279,785,333,"frog"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-21__20-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-21__21-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-21__22-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-21__23-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-22__00-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-22__05-00-00(1).JPG",738,320,781,353,"frog"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-04(1).JPG",254,196,309,296,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-04(2).JPG",263,133,315,251,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-05(3).JPG",277,103,327,175,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-06(4).JPG",272,107,329,172,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-06(5).JPG",273,106,327,173,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-18(6).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-18(7).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-19(8).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-20(9).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__01-21-20(10).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__19-44-14(1).JPG",502,326,568,387,"frog"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__19-44-15(2).JPG",516,318,599,391,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__19-44-15(3).JPG",489,303,606,392,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__19-44-16(4).JPG",502,308,598,388,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__19-44-17(5).JPG",488,281,596,386,"rodent"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__20-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-23__21-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-24__06-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-24__07-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-24__08-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-24__09-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-24__10-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-24__11-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-24__12-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera1__2022-06-24__13-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__14-53-02(1).JPG",282,248,386,373,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__14-53-02(2).JPG",232,284,335,369,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__14-53-03(3).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__14-53-03(4).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__14-53-04(5).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-55-51(1).JPG",269,94,447,205,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-55-52(2).JPG",335,70,530,198,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-55-53(3).JPG",411,164,492,333,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-55-53(4).JPG",460,153,627,258,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-55-54(5).JPG",504,112,595,241,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-02(1).JPG",560,340,673,538,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-02(2).JPG",584,392,878,555,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-03(3).JPG",583,365,752,498,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-03(4).JPG",585,389,767,506,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-04(5).JPG",583,419,758,493,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-15(6).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-15(7).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-16(8).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-16(9).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__15-56-17(10).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__16-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__16-33-54(1).JPG",419,205,533,355,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__16-33-55(2).JPG",422,98,528,238,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__16-33-56(3).JPG",389,64,537,230,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__16-33-56(4).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__16-33-57(5).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__17-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__17-07-57(1).JPG",585,387,769,534,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__17-07-58(2).JPG",579,386,769,539,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__17-07-58(3).JPG",642,387,762,544,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__17-07-59(4).JPG",636,417,755,525,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__17-08-00(1).JPG",613,429,770,494,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__17-08-02(2).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__17-08-03(3).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-49(1).JPG",429,195,515,353,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-50(2).JPG",453,156,636,285,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-50(3).JPG",495,169,599,254,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-51(4).JPG",484,172,598,250,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-52(5).JPG",502,181,605,253,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-57(6).JPG",448,223,527,358,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-57(7).JPG",532,190,577,235,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-58(8).JPG",553,116,587,162,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-58(9).JPG",538,123,582,162,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-02-59(10).JPG",545,120,584,160,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-23-55(1).JPG",579,76,697,219,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-28-32(2).JPG",468,240,582,372,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-28-32(3).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-28-33(4).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-28-33(5).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-30-31(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-30-32(2).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-30-33(3).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-30-34(4).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__18-30-34(5).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-16__19-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__06-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__07-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__07-06-07(1).JPG",354,347,437,442,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__07-06-08(2).JPG",330,335,453,464,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__07-06-09(3).JPG",483,248,581,318,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__07-06-09(4).JPG",424,194,556,343,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__07-06-10(5).JPG",780,17,899,146,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__08-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__08-59-23(1).JPG",379,367,472,479,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__08-59-24(2).JPG",458,315,550,442,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__08-59-25(3).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__08-59-25(4).JPG",923,174,1021,320,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__08-59-26(5).JPG",783,357,875,485,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__09-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-17__10-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-21__18-01-46(1).JPG",555,179,634,319,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__01-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-35-58(1).JPG",541,256,636,358,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-35-59(2).JPG",535,254,642,375,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-00(1).JPG",520,245,663,363,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-00(2).JPG",513,243,681,361,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-01(3).JPG",507,198,679,368,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-02(4).JPG",494,181,678,366,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-03(5).JPG",522,261,686,434,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-04(6).JPG",517,248,676,432,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-04(7).JPG",505,246,683,438,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-05(8).JPG",509,256,692,437,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-07(9).JPG",525,285,687,565,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-07(10).JPG",589,345,622,560,"rodent"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__02-36-08(11).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__07-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__08-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__08-47-25(1).JPG",562,345,655,464,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__08-47-26(2).JPG",621,378,716,453,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__08-47-27(3).JPG",609,368,698,448,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__08-47-27(4).JPG",606,382,695,453,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__08-47-28(5).JPG",609,385,700,457,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__08-47-31(6).JPG",624,290,700,368,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-22__08-47-31(7).JPG",623,303,704,378,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-24__11-17-12(15).JPG",765,15,858,107,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-24__11-17-12(16).JPG",769,22,854,119,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-24__11-17-13(17).JPG",776,19,868,127,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera2__2022-06-24__11-17-14(18).JPG",748,19,876,84,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-04(1).JPG",609,272,698,348,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-04(2).JPG",613,278,705,344,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-05(3).JPG",605,277,705,343,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-06(4).JPG",609,276,709,347,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-06(5).JPG",608,274,708,342,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-08(6).JPG",643,109,768,240,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-09(7).JPG",620,114,722,208,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-09(8).JPG",489,177,632,312,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-10(9).JPG",509,157,617,343,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-11(10).JPG",475,169,640,338,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__17-33-18(11).JPG",335,320,517,531,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__19-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__20-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__21-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__22-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-16__23-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-12(1).JPG",496,305,607,474,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-13(2).JPG",490,310,608,454,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-13(3).JPG",401,251,523,417,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-14(4).JPG",495,309,624,449,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-14(5).JPG",338,154,479,297,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-24(6).JPG",492,299,642,403,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-25(7).JPG",401,203,578,335,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-25(8).JPG",371,410,476,559,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-26(9).JPG",593,175,730,426,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-08-26(10).JPG",653,162,810,357,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-50-08(1).JPG",801,347,920,460,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-50-09(2).JPG",945,373,1023,538,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-50-10(3).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-50-10(4).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__08-50-11(5).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-11-09(1).JPG",488,314,607,407,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-11-10(2).JPG",487,319,606,424,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-11-11(3).JPG",491,315,604,432,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-11-11(4).JPG",494,319,603,433,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-11-12(5).JPG",516,189,623,345,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-55-39(1).JPG",488,302,624,455,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-55-40(2).JPG",487,310,626,422,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-55-40(3).JPG",492,315,614,425,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-55-41(4).JPG",489,314,615,433,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__09-55-42(5).JPG",499,311,612,429,"hummingbird"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__10-00-00(1).JPG",0,0,1,1,"empty"
"train/Session_1_Case_Pilote_FC__Camera3__2022-06-17__10-43-49(1).JPG",532,197,644,361,"hummingbird"
